Hearing Date,Hearing Time,Scheduled Hearing Location,Ticket Number,Respondent Last Name,Balance Due,Charge #1: Code Section,Hearing Status,Hearing Result,Violation Date,Violation Time,Issuing Agency,Respondent First Name,Violation Location (Borough),Violation Location (Block No.),Violation Location (Lot No.),Violation Location (House #),Violation Location (Street Name),Violation Location (Floor),Violation Location (City),Violation Location (Zip Code),Violation Location (State Name),Respondent Address (Borough),Respondent Address (House #),Respondent Address (Street Name),Respondent Address (City),Respondent Address (Zip Code),Respondent Address (State Name),Decision Location (Borough),Decision Date,Total Violation Amount,Violation Details,Date Judgment Docketed,Respondent Address or Facility Number(For FDNY and DOB Tickets),Penalty Imposed,Paid Amount,Additional Penalties or Late Fees,Compliance Status,Violation Description,Charge #1: Code,Charge #1: Code Description,Charge #1: Infraction Amount,Charge #2: Code,Charge #2: Code Section,Charge #2: Code Description,Charge #2: Infraction Amount,Charge #3: Code,Charge #3: Code Section,Charge #3: Code Description,Charge #3: Infraction Amount,Charge #4: Code,Charge #4: Code Section,Charge #4: Code Description,Charge #4: Infraction Amount,Charge #5: Code,Charge #5: Code Section,Charge #5: Code Description,Charge #5: Infraction Amount,Charge #6: Code,Charge #6: Code Section,Charge #6: Code Description,Charge #6: Infraction Amount,Charge #7: Code,Charge #7: Code Section,Charge #7: Code Description,Charge #7: Infraction Amount,Charge #8: Code,Charge #8: Code Section,Charge #8: Code Description,Charge #8: Infraction Amount,Charge #9: Code,Charge #9: Code Section,Charge #9: Code Description,Charge #9: Infraction Amount,Charge #10: Code,Charge #10: Code Section,Charge #10: Code Description,Charge #10: Infraction Amount
11/07/2016,08:30:00,MANHATTAN,0193643900,COLUMBIA UNIVERSITY,$0.00,24RCNY8-03,PAID IN FULL,IN VIOLATION,07/21/2016,15:27:00,COOLING TOWERS - DOHMH,,MANHATTAN,01996,0023,605,WEST 129 STREET,,NEW YORK,10027,NEW YORK,MANHATTAN,605,WEST 129 STREET,NEW YORK,10027,NEW YORK,MANHATTAN,11/14/2016,$1000.00,20161107N,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH8A,NO MAINTENANCE PROGRAM AND PLAN 1ST OFF,$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2016,08:30:00,BRONX,0193646512,KITTAY HOUSE JEWISH HOME LIFE,$0.00,24RCNY8-04 A,PAID IN FULL,IN VIOLATION,08/19/2016,08:17:00,COOLING TOWERS - DOHMH,,BRONX,03220,0016,2550,WEBB AVENUE,,BRONX,10468,NEW YORK,BRONX,2550,WEBB AVENUE,BRONX,10468,NEW YORK,BRONX,11/30/2016,$500.00,20161122N,,,$500.00,$500.00,$0.00,All Terms Met,,AH8C,"ROUTINE MONIT NOT CONDUCT,DOC'D AT LEAST ONCE WEEK WHEN TOWER IN USE 1",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2016,08:30:00,BRONX,0193646521,KITTAY HOUSE JEWISH HOME LIFE,$0.00,24RCNY8-05 F 2,PAID IN FULL,IN VIOLATION,08/19/2016,09:17:00,COOLING TOWERS - DOHMH,,BRONX,03220,0016,2550,WEBB AVENUE,,BRONX,10468,NEW YORK,BRONX,2550,WEBB AVENUE,BRONX,10468,NEW YORK,BRONX,11/30/2016,$500.00,20161122N,,,$500.00,$500.00,$0.00,All Terms Met,,AH8R,FAIL TO COLLECT ANALYZE RECORD WEEKLY BIO PROCESS CONTROL INDICATORS 1,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2017,10:30:00,QUEENS,0193640738,BERKIN BUILDING LLC,$500.00,24RCNY8-05 C 3,HEARING COMPLETED,IN VIOLATION,09/14/2016,15:24:00,COOLING TOWERS - DOHMH,,QUEENS,10155,0029,165-15,ARCHER AVENUE,,JAMAICA,11433,NEW YORK,QUEENS,165-15,ARCHER AVENUE,JAMAICA,11433,NEW YORK,QUEENS,01/12/2017,$500.00,20170112N,03/28/2017,,$500.00,$0.00,$0.00,Penalty Due,,AH8L,NO RECORDS OF ALL CHEMICALS AND BIOCIDES ADDED 1ST,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2017,10:30:00,QUEENS,0193640747,BERKIN BUILDING LLC,$1000.00,24RCNY8-03,HEARING COMPLETED,IN VIOLATION,09/14/2016,15:24:00,COOLING TOWERS - DOHMH,,QUEENS,10155,0029,165-15,ARCHER AVENUE,,JAMAICA,11433,NEW YORK,QUEENS,165-15,ARCHER AVENUE,JAMAICA,11433,NEW YORK,QUEENS,01/12/2017,$1000.00,20170112N,03/28/2017,,$1000.00,$0.00,$0.00,Penalty Due,,AH8A,NO MAINTENANCE PROGRAM AND PLAN 1ST OFF,$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2017,10:30:00,QUEENS,0193640691,MARSHALL'S CTS,$1000.00,24RCNY8-03,HEARING COMPLETED,IN VIOLATION,09/09/2016,10:17:00,COOLING TOWERS - DOHMH,,QUEENS,09799,0001,168-25,JAMAICA AVENUE,,JAMAICA,11432,NEW YORK,QUEENS,168-25,JAMAICA AVENUE,JAMAICA,11432,NEW YORK,QUEENS,03/22/2017,$1000.00,20170112N,,,$1000.00,$0.00,$0.00,Penalty Due,,AH8A,NO MAINTENANCE PROGRAM AND PLAN 1ST OFF,$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2017,10:30:00,QUEENS,0193640700,MARSHALL'S CTS,$500.00,24RCNY8-05 C 3,HEARING COMPLETED,IN VIOLATION,09/09/2016,10:17:00,COOLING TOWERS - DOHMH,,QUEENS,09799,0001,168-25,JAMAICA AVENUE,,JAMAICA,11432,NEW YORK,QUEENS,168-25,JAMAICA AVENUE,JAMAICA,11432,NEW YORK,QUEENS,03/22/2017,$500.00,20170112N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8L,NO RECORDS OF ALL CHEMICALS AND BIOCIDES ADDED 1ST,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2017,10:30:00,QUEENS,0193640729,91-14 MERRICK BOULEVARD LLC,$0.00,24RCNY8-05 C 3,PAID IN FULL,,09/07/2016,15:51:00,COOLING TOWERS - DOHMH,,QUEENS,09795,0001,91-14,MERRICK BOULEVARD,,JAMAICA,11432,NEW YORK,QUEENS,91-14,MERRICK BOULEVARD,JAMAICA,11432,NEW YORK,,,$500.00,20170112N,,,$500.00,$500.00,$0.00,All Terms Met,,AH8L,NO RECORDS OF ALL CHEMICALS AND BIOCIDES ADDED 1ST,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2017,10:30:00,QUEENS,0193640710,91-14 MERRICK BOULEVARD LLC,$0.00,24RCNY8-03,PAID IN FULL,,09/07/2016,15:51:00,COOLING TOWERS - DOHMH,,QUEENS,09795,0001,91-14,MERRICK BOULEVARD,,JAMAICA,11432,NEW YORK,QUEENS,91-14,MERRICK BOULEVARD,JAMAICA,11432,NEW YORK,,,$1000.00,20170112N,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH8A,NO MAINTENANCE PROGRAM AND PLAN 1ST OFF,$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2017,10:30:00,QUEENS,0193644799,SHANNI ADI LLC,$0.00,24RCNY8-03,PAID IN FULL,IN VIOLATION,08/03/2016,10:31:00,COOLING TOWERS - DOHMH,,QUEENS,,,35-25,101 AVENUE,,OZONE PARK,11416,NEW YORK,QUEENS,25-25,101 AVENUE,OZONE PARK,11416,NEW YORK,QUEENS,01/12/2017,$1000.00,20170112N,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH8A,NO MAINTENANCE PROGRAM AND PLAN 1ST OFF,$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/06/2017,08:00:00,BRONX,0193641590,PRESTIGE PROPERTY DEVELOPMEN,$1000.00,24RCNY8-05 F 2,RESCHEDULED,DEFAULTED,07/18/2016,11:53:00,COOLING TOWERS - DOHMH,,BRONX,05141,0810,2100,BARTOW AVENUE,,BRONX,10475,NEW YORK,BRONX,2100,BARTOW AVENUE,BRONX,10475,NEW YORK,,10/18/2016,$500.00,20161011N,,,$1000.00,$0.00,$0.00,Penalty Due,,AH8R,FAIL TO COLLECT ANALYZE RECORD WEEKLY BIO PROCESS CONTROL INDICATORS 1,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2017,08:30:00,QUEENS,0193644853,JUYI INC,$0.00,24RCNY8-03,PAID IN FULL,IN VIOLATION,09/07/2016,15:04:00,COOLING TOWERS - DOHMH,,QUEENS,04974,0051,135-27,38 AVENUE,,FLUSHING,11354,NEW YORK,QUEENS,135-27,38 AVENUE,FLUSHING,11354,NEW YORK,QUEENS,01/12/2017,$1000.00,20170112N,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH8A,NO MAINTENANCE PROGRAM AND PLAN 1ST OFF,$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2017,08:30:00,QUEENS,0193644862,JUYI INC,$0.00,24RCNY8-05 C 3,PAID IN FULL,IN VIOLATION,09/07/2016,15:04:00,COOLING TOWERS - DOHMH,,QUEENS,04974,0051,135-27,38 AVENUE,,FLUSHING,11354,NEW YORK,QUEENS,135-27,38 AVENUE,FLUSHING,11354,NEW YORK,QUEENS,01/12/2017,$500.00,20170112N,,,$500.00,$500.00,$0.00,All Terms Met,,AH8L,NO RECORDS OF ALL CHEMICALS AND BIOCIDES ADDED 1ST,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2017,08:30:00,QUEENS,0193644880,PI ASSOCIATES LLC,$0.00,24RCNY8-03,PAID IN FULL,IN VIOLATION,09/06/2016,09:51:00,COOLING TOWERS - DOHMH,,QUEENS,04980,0011,136-18,39 AVENUE,,FLUSHING,11354,NEW YORK,QUEENS,136-18,39 AVENUE,FLUSHING,11354,NEW YORK,QUEENS,01/12/2017,$1000.00,20170112N,,12TH F,$1000.00,$1000.00,$0.00,All Terms Met,,AH8A,NO MAINTENANCE PROGRAM AND PLAN 1ST OFF,$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2017,08:30:00,QUEENS,0193644770,HANRA FISH PRODUCE CORP,$0.00,24RCNY8-04 B,PAID IN FULL,,08/26/2016,11:06:00,COOLING TOWERS - DOHMH,,QUEENS,06793,0380,155-15,AGUILAR AVENUE,,FLUSHING,11367,NEW YORK,QUEENS,155-15,AGUILAR AVENUE,FLUSHING,11367,NEW YORK,,,$500.00,20170112N,,,$500.00,$500.00,$0.00,All Terms Met,,AH8D,"COMPL INSPEC NOT CONDUCT,DOC'D ONCE EVERY 90 DAYS WHEN TOWER IN USE1ST",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2017,08:30:00,QUEENS,0193644780,HANRA FISH PRODUCE CORP,$0.00,24RCNY8-05 F 2,PAID IN FULL,,08/26/2016,11:06:00,COOLING TOWERS - DOHMH,,QUEENS,06793,0380,155-15,AGUILAR AVENUE,,FLUSHING,11367,NEW YORK,QUEENS,155-15,AGUILAR AVENUE,FLUSHING,11367,NEW YORK,,,$500.00,20170112N,,,$500.00,$500.00,$0.00,All Terms Met,,AH8R,FAIL TO COLLECT ANALYZE RECORD WEEKLY BIO PROCESS CONTROL INDICATORS 1,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2017,08:30:00,QUEENS,0193644890,PI ASSOCIATES LLC,$0.00,24RCNY8-05 C 3,PAID IN FULL,IN VIOLATION,09/06/2016,09:51:00,COOLING TOWERS - DOHMH,,QUEENS,04980,0011,136-18,39 AVENUE,,FLUSHING,11354,NEW YORK,QUEENS,136-18,39 AVENUE,FLUSHING,11354,NEW YORK,QUEENS,01/12/2017,$500.00,20170112N,,12TH F,$500.00,$500.00,$0.00,All Terms Met,,AH8L,NO RECORDS OF ALL CHEMICALS AND BIOCIDES ADDED 1ST,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2017,08:30:00,QUEENS,0193644909,PI ASSOCIATES LLC,$0.00,24RCNY8-03,PAID IN FULL,IN VIOLATION,09/06/2016,15:45:00,COOLING TOWERS - DOHMH,,QUEENS,04980,0011,136-18,39 AVENUE,,FLUSHING,11354,NEW YORK,QUEENS,136-18,39 AVENUE,FLUSHING,11354,NEW YORK,QUEENS,01/12/2017,$1000.00,20170112N,,12TH F,$1000.00,$1000.00,$0.00,All Terms Met,,AH8A,NO MAINTENANCE PROGRAM AND PLAN 1ST OFF,$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2017,08:30:00,QUEENS,0193644918,PI ASSOCIATES LLC,$0.00,24RCNY8-05 C 3,PAID IN FULL,IN VIOLATION,09/06/2016,15:45:00,COOLING TOWERS - DOHMH,,QUEENS,04980,0011,136-18,39 AVENUE,,FLUSHING,11354,NEW YORK,QUEENS,136-18,39 AVENUE,FLUSHING,11354,NEW YORK,QUEENS,01/12/2017,$500.00,20170112N,,12TH F,$500.00,$500.00,$0.00,All Terms Met,,AH8L,NO RECORDS OF ALL CHEMICALS AND BIOCIDES ADDED 1ST,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2017,08:30:00,QUEENS,0193644936,BRE SKYVIEW RETAIL OWNER LLC,$0.00,24RCNY8-04 A,PAID IN FULL,,09/07/2016,10:03:00,COOLING TOWERS - DOHMH,,QUEENS,05066,7502,40-24,COLLEGE POINT BOULEVARD,,FLUSHING,11354,NEW YORK,QUEENS,40-22,COLLEGE POINT BOULEVARD,FLUSHING,11354,NEW YORK,,,$500.00,20170112N,,STE B2,$500.00,$500.00,$0.00,All Terms Met,,AH8C,"ROUTINE MONIT NOT CONDUCT,DOC'D AT LEAST ONCE WEEK WHEN TOWER IN USE 1",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/13/2017,08:30:00,MANHATTAN,0193646393,NEWMARK COMPANY REAL ESTATE,$0.00,24RCNY8-03,HEARING COMPLETED,DISMISSED,08/24/2016,12:36:00,COOLING TOWERS - DOHMH,,MANHATTAN,01015,0029,1501,BROADWAY,,NEW YORK,10036,NEW YORK,MANHATTAN,1501,BROADWAY,NEW YORK,10036,NEW YORK,MANHATTAN,01/20/2017,$1000.00,20161130N,,,$0.00,$0.00,$0.00,All Terms Met,,AH8A,NO MAINTENANCE PROGRAM AND PLAN 1ST OFF,$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/13/2017,08:30:00,MANHATTAN,0193646402,NEWMARK COMPANY REAL ESTATE,$0.00,24RCNY8-04 A,HEARING COMPLETED,DISMISSED,08/24/2016,12:36:00,COOLING TOWERS - DOHMH,,MANHATTAN,01015,0029,1501,BROADWAY,,NEW YORK,10036,NEW YORK,MANHATTAN,1501,BROADWAY,NEW YORK,10036,NEW YORK,MANHATTAN,01/20/2017,$500.00,20161130N,,,$0.00,$0.00,$0.00,All Terms Met,,AH8C,"ROUTINE MONIT NOT CONDUCT,DOC'D AT LEAST ONCE WEEK WHEN TOWER IN USE 1",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/13/2017,08:30:00,MANHATTAN,0193646411,NEWMARK COMPANY REAL ESTATE,$0.00,24RCNY8-05 F 2,HEARING COMPLETED,DISMISSED,08/24/2016,12:36:00,COOLING TOWERS - DOHMH,,MANHATTAN,01015,0029,1501,BROADWAY,,NEW YORK,10036,NEW YORK,MANHATTAN,1501,BROADWAY,NEW YORK,10036,NEW YORK,MANHATTAN,01/20/2017,$500.00,20161130N,,,$0.00,$0.00,$0.00,All Terms Met,,AH8R,FAIL TO COLLECT ANALYZE RECORD WEEKLY BIO PROCESS CONTROL INDICATORS 1,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/13/2017,08:30:00,MANHATTAN,0193646485,NEWMARK COMPANY REAL ESTATE,$0.00,24RCNY8-04 A,HEARING COMPLETED,DISMISSED,08/24/2016,12:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,01015,0029,1501,BROADWAY,,NEW YORK,10036,NEW YORK,MANHATTAN,1501,BROADWAY,NEW YORK,10036,NEW YORK,MANHATTAN,01/20/2017,$500.00,20161130N,,,$0.00,$0.00,$0.00,All Terms Met,,AH8C,"ROUTINE MONIT NOT CONDUCT,DOC'D AT LEAST ONCE WEEK WHEN TOWER IN USE 1",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2017,10:30:00,QUEENS,0193644945,SHANNI ADI LLC,$0.00,24RCNY8-05 C 3,HEARING COMPLETED,DISMISSED,08/03/2016,10:31:00,COOLING TOWERS - DOHMH,,QUEENS,,,35-25,101 AVENUE,,OZONE PARK,11416,NEW YORK,QUEENS,35-25,101 AVENUE,OZONE PARK,11416,NEW YORK,QUEENS,01/12/2017,$500.00,20170112N,,,$0.00,$0.00,$0.00,All Terms Met,,AH8L,NO RECORDS OF ALL CHEMICALS AND BIOCIDES ADDED 1ST,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2016,10:30:00,BRONX,0193646815,CLEAN JEANS DRY CLEANERS,$0.00,24RCNY8-04 A,PAID IN FULL,,10/19/2016,09:52:00,COOLING TOWERS - DOHMH,,BRONX,04017,0001,1407,EAST 180 STREET,,BRONX,10460,NEW YORK,BRONX,1407,EAST 180 STREET,BRONX,10460,NEW YORK,,,$500.00,20161206N,,,$500.00,$500.00,$0.00,All Terms Met,,AH8C,"ROUTINE MONIT NOT CONDUCT,DOC'D AT LEAST ONCE WEEK WHEN TOWER IN USE 1",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2016,10:30:00,BRONX,0193646824,CLEAN JEANS DRY CLEANERS,$0.00,24RCNY8-05 A,PAID IN FULL,,10/19/2016,09:52:00,COOLING TOWERS - DOHMH,,BRONX,04017,0001,1407,EAST 180 STREET,,BRONX,10460,NEW YORK,BRONX,1407,EAST 180 STREET,BRONX,10460,NEW YORK,,,$500.00,20161206N,,,$500.00,$500.00,$0.00,All Terms Met,,AH8H,DAILY AUTO OR APPROVED ALTERNATIVE WATER TREATMENT PLAN NOT PROVIDED1S,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2016,10:30:00,BRONX,0193646833,CLEAN JEANS DRY CLEANERS,$0.00,24RCNY8-05 F 1,PAID IN FULL,,10/19/2016,09:52:00,COOLING TOWERS - DOHMH,,BRONX,04017,0001,1407,EAST 180 STREET,,BRONX,10460,NEW YORK,BRONX,1407,EAST 180 STREET,BRONX,10460,NEW YORK,,,$500.00,20161206N,,,$500.00,$500.00,$0.00,All Terms Met,,AH8Q,MINIMUM DAILY WATER QUALITY MEASUREMENTS NOT TAKEN OR RECORDED 1ST,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2016,08:30:00,BRONX,0193646980,PARKCHESTER PRESERVATION CO L,$0.00,24RCNY8-04 B,PAID IN FULL,,10/19/2016,14:06:00,COOLING TOWERS - DOHMH,,BRONX,03937,7501,65,METROPOLITAN OVAL,,BRONX,10462,NEW YORK,BRONX,65,METROPOLITAN OVAL,BRONX,10462,NEW YORK,,,$500.00,20161206N,,,$500.00,$500.00,$0.00,All Terms Met,,AH8D,"COMPL INSPEC NOT CONDUCT,DOC'D ONCE EVERY 90 DAYS WHEN TOWER IN USE1ST",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2016,08:30:00,BRONX,0193647008,PARKCHESTER PRESERVATION CO L,$0.00,24RCNY8-04 A,PAID IN FULL,,10/19/2016,14:06:00,COOLING TOWERS - DOHMH,,BRONX,03937,7501,65,METROPOLITAN OVAL,,BRONX,10462,NEW YORK,BRONX,65,METROPOLITAN OVAL,BRONX,10462,NEW YORK,,,$500.00,20161206N,,,$500.00,$500.00,$0.00,All Terms Met,,AH8C,"ROUTINE MONIT NOT CONDUCT,DOC'D AT LEAST ONCE WEEK WHEN TOWER IN USE 1",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/13/2017,08:30:00,MANHATTAN,0193646687,NEWMARK COMPANY REAL ESTATE,$0.00,24RCNY8-04 A,HEARING COMPLETED,DISMISSED,08/24/2016,12:36:00,COOLING TOWERS - DOHMH,,MANHATTAN,01015,0029,1501,BROADWAY,,NEW YORK,10036,NEW YORK,MANHATTAN,1501,BROADWAY,NEW YORK,10036,NEW YORK,MANHATTAN,01/20/2017,$500.00,20161130N,,,$0.00,$0.00,$0.00,All Terms Met,,AH8C,"ROUTINE MONIT NOT CONDUCT,DOC'D AT LEAST ONCE WEEK WHEN TOWER IN USE 1",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/24/2017,09:30:00,MANHATTAN,0193642635,NA,$1000.00,24RCNY8-03,HEARING COMPLETED,IN VIOLATION,08/18/2016,11:08:00,COOLING TOWERS - DOHMH,,MANHATTAN,00997,0019,123,WEST 44 STREET,,NEW YORK,10036,NEW YORK,MANHATTAN,123,WEST 44 STREET,NEW YORK,10036,NEW YORK,MANHATTAN,03/29/2017,$1000.00,20161128N,,,$1000.00,$0.00,$0.00,Penalty Due,,AH8A,NO MAINTENANCE PROGRAM AND PLAN 1ST OFF,$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/24/2017,09:30:00,MANHATTAN,0193642644,AKA,$500.00,24RCNY8-05 C 3,HEARING COMPLETED,IN VIOLATION,08/18/2016,11:08:00,COOLING TOWERS - DOHMH,,MANHATTAN,00997,0019,123,WEST 44 STREET,,NEW YORK,10036,NEW YORK,MANHATTAN,123,WEST 44 STREET,NEW YORK,10036,NEW YORK,MANHATTAN,03/29/2017,$500.00,20161128N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8L,NO RECORDS OF ALL CHEMICALS AND BIOCIDES ADDED 1ST,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2016,10:30:00,BRONX,0193646851,PARKCHESTER NORTH CONDOMINIUM,$0.00,24RCNY8-04 A,PAID IN FULL,IN VIOLATION,10/19/2016,13:50:00,COOLING TOWERS - DOHMH,,BRONX,03944,7501,1511,METROPOLITAN AVENUE,,BRONX,10462,NEW YORK,BRONX,1511,METROPOLITAN AVENUE,BRONX,10462,NEW YORK,BRONX,12/14/2016,$500.00,20161206N,,,$500.00,$500.00,$0.00,All Terms Met,,AH8C,"ROUTINE MONIT NOT CONDUCT,DOC'D AT LEAST ONCE WEEK WHEN TOWER IN USE 1",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2016,08:30:00,BRONX,0193646898,PARKCHESTER SOUTH CONDOMINIUM,$0.00,24RCNY8-03,PAID IN FULL,IN VIOLATION,10/19/2016,01:18:00,COOLING TOWERS - DOHMH,,BRONX,03938,7501,1535,UNIONPORT ROAD,,BRONX,10462,NEW YORK,BRONX,1535,UNIONPORT ROAD,BRONX,10462,NEW YORK,BRONX,12/14/2016,$1000.00,20161206N,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH8A,NO MAINTENANCE PROGRAM AND PLAN 1ST OFF,$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2016,10:30:00,BRONX,0193646788,REBEKAH REHAB AND EXTENDED CAR,$0.00,24RCNY8-03,PAID IN FULL,IN VIOLATION,10/24/2016,16:08:00,COOLING TOWERS - DOHMH,,BRONX,03827,0201,1070,HAVEMEYER AVENUE,,BRONX,10462,NEW YORK,BRONX,1070,HAVEMEYER AVENUE,BRONX,10462,NEW YORK,BRONX,12/08/2016,$1000.00,20161206N,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH8A,NO MAINTENANCE PROGRAM AND PLAN 1ST OFF,$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2016,08:30:00,BRONX,0193646934,FOOD TOWN SUPER MARKET PARKCHE,$0.00,24RCNY8-05 F 1,PAID IN FULL,,10/19/2016,13:24:00,COOLING TOWERS - DOHMH,,BRONX,03937,7501,1489,WEST AVENUE,,BRONX,10462,NEW YORK,BRONX,1489,WEST AVENUE,BRONX,10462,NEW YORK,,,$500.00,20161206N,,,$500.00,$500.00,$0.00,All Terms Met,,AH8Q,MINIMUM DAILY WATER QUALITY MEASUREMENTS NOT TAKEN OR RECORDED 1ST,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2016,08:30:00,BRONX,0193647823,FOOD TOWN SUPERMARKET PARKCHE,$0.00,24RCNY8-04 A,PAID IN FULL,,10/19/2016,13:24:00,COOLING TOWERS - DOHMH,,BRONX,03937,7501,1489,WEST AVENUE,,BRONX,10462,NEW YORK,BRONX,1489,WEST AVENUE,BRONX,10462,NEW YORK,,,$500.00,20161206N,,,$500.00,$500.00,$0.00,All Terms Met,,AH8C,"ROUTINE MONIT NOT CONDUCT,DOC'D AT LEAST ONCE WEEK WHEN TOWER IN USE 1",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2016,10:30:00,MANHATTAN,0193647897,SILVERSTEIN PROEPRTIES INC,$0.00,24RCNY8-05 F 2,HEARING COMPLETED,DISMISSED,08/23/2016,11:02:00,COOLING TOWERS - DOHMH,,MANHATTAN,00998,0029,1177,AVENUE OF THE AMERICAS,,NEW YORK,10036,NEW YORK,MANHATTAN,1177,AVENUE OF THE AMERICAS,NEW YORK,10036,NEW YORK,SAU: MANH,11/29/2016,$500.00,20161128N,,,$0.00,$0.00,$0.00,All Terms Met,,AH8R,FAIL TO COLLECT ANALYZE RECORD WEEKLY BIO PROCESS CONTROL INDICATORS 1,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2016,10:30:00,MANHATTAN,0193647906,SILVERSTEIN PROEPRTIES INC,$0.00,24RCNY8-04 B,HEARING COMPLETED,DISMISSED,08/23/2016,11:02:00,COOLING TOWERS - DOHMH,,MANHATTAN,00998,0029,1177,AVENUE OF THE AMERICAS,,NEW YORK,10036,NEW YORK,MANHATTAN,1177,AVENUE OF THE AMERICAS,NEW YORK,10036,NEW YORK,SAU: MANH,11/29/2016,$500.00,20161128N,,,$0.00,$0.00,$0.00,All Terms Met,,AH8D,"COMPL INSPEC NOT CONDUCT,DOC'D ONCE EVERY 90 DAYS WHEN TOWER IN USE1ST",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/2016,08:30:00,BRONX,0193646943,BRONX LEBANON HOSPITAL CENTER,$0.00,24RCNY8-04 B,PAID IN FULL,,09/23/2016,14:34:00,COOLING TOWERS - DOHMH,,BRONX,02823,0001,1650,GRAND CONCOURSE,,BRONX,10457,NEW YORK,BRONX,1650,GRAND CONCOURSE,BRONX,10457,NEW YORK,,,$500.00,20161206N,,,$500.00,$500.00,$0.00,All Terms Met,,AH8D,"COMPL INSPEC NOT CONDUCT,DOC'D ONCE EVERY 90 DAYS WHEN TOWER IN USE1ST",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
